game_id,commence_time,home_team,away_team,kickoff_local,nfl_week_index,total_mu,total_sigma,league_total_ref,p_over_at_model,p_over_at_league,home_score,away_score,winner
2024_13_HOU_JAX,,JAX,HOU,,,44.35,10.5,45.8235294117647,0.5,0.4441972078199067,20.0,23.0,away
2024_13_ARI_MIN,,MIN,ARI,,,46.4375,10.5,45.8235294117647,0.5,0.5233142207824569,23.0,22.0,home
2024_13_IND_NE,,NE,IND,,,46.6375,10.5,45.8235294117647,0.5,0.5308954603640867,24.0,25.0,away
2024_13_SEA_NYJ,,NYJ,SEA,,,40.3625,10.5,45.8235294117647,0.5,0.301497622485279,21.0,26.0,away
2024_13_TEN_WAS,,WAS,TEN,,,48.29166666666667,10.5,45.8235294117647,0.5,0.5929191859918865,42.0,19.0,home
2024_13_TB_CAR,,CAR,TB,,,49.91666666666667,10.5,45.8235294117647,0.5,0.6516661329880595,23.0,26.0,away
2024_13_LA_NO,,NO,LA,,,49.125,10.5,45.8235294117647,0.5,0.6234011569854501,14.0,21.0,away
2024_13_PHI_BAL,,BAL,PHI,,,47.8875,10.5,45.8235294117647,0.5,0.5779174383765774,19.0,24.0,away
2024_13_SF_BUF,,BUF,SF,,,51.1625,10.5,45.8235294117647,0.5,0.6944393017716661,35.0,10.0,home
2024_13_CLE_DEN,,DEN,CLE,,,37.9125,10.5,45.8235294117647,0.5,0.2255953681755657,41.0,32.0,home
2024_14_GB_DET,,DET,GB,,,49.97916666666667,10.5,45.8235294117647,0.5,0.6538644807802158,34.0,31.0,home
2024_14_NYJ_MIA,,MIA,NYJ,,,44.91666666666667,10.5,45.8235294117647,0.5,0.4655869895777498,32.0,26.0,home
2024_14_ATL_MIN,,MIN,ATL,,,46.16666666666667,10.5,45.8235294117647,0.5,0.513035009227314,42.0,21.0,home
2024_14_NO_NYG,,NYG,NO,,,38.75,10.5,45.8235294117647,0.5,0.250260738626368,11.0,14.0,away
2024_14_CAR_PHI,,PHI,CAR,,,49.2625,10.5,45.8235294117647,0.5,0.6283630720072486,22.0,16.0,home
2024_14_CLE_PIT,,PIT,CLE,,,39.8875,10.5,45.8235294117647,0.5,0.28592257767097895,27.0,14.0,home
2024_14_LV_TB,,TB,LV,,,49.41666666666667,10.5,45.8235294117647,0.5,0.6339011423698747,28.0,13.0,home
2024_14_JAX_TEN,,TEN,JAX,,,43.75,10.5,45.8235294117647,0.5,0.42172636000216746,6.0,10.0,away
2024_14_SEA_ARI,,ARI,SEA,,,43.20833333333333,10.5,45.8235294117647,0.5,0.4016547510616638,18.0,30.0,away
2024_14_BUF_LA,,LA,BUF,,,45.45833333333333,10.5,45.8235294117647,0.5,0.4861273535275721,44.0,42.0,home
2024_14_CHI_SF,,SF,CHI,,,41.91666666666667,10.5,45.8235294117647,0.5,0.3549158369676858,38.0,13.0,home
2024_14_LAC_KC,,KC,LAC,,,41.10416666666667,10.5,45.8235294117647,0.5,0.3265488038895319,19.0,17.0,home
2024_14_CIN_DAL,,DAL,CIN,,,49.125,10.5,45.8235294117647,0.5,0.6234011569854501,20.0,27.0,away
2024_15_LA_SF,,SF,LA,,,45.1875,10.5,45.8235294117647,0.5,0.47584914877619044,6.0,12.0,away
2024_15_DAL_CAR,,CAR,DAL,,,47.285714285714285,10.5,45.8235294117647,0.5,0.5553759534033715,14.0,30.0,away
2024_15_KC_CLE,,CLE,KC,,,42.97916666666667,10.5,45.8235294117647,0.5,0.39323716828173594,7.0,21.0,away
2024_15_MIA_HOU,,HOU,MIA,,,42.75,10.5,45.8235294117647,0.5,0.38486920413849,20.0,12.0,home
2024_15_NYJ_JAX,,JAX,NYJ,,,46.04166666666667,10.5,45.8235294117647,0.5,0.5082874204173752,25.0,32.0,away
2024_15_WAS_NO,,NO,WAS,,,51.598214285714285,10.5,45.8235294117647,0.5,0.7088300206940845,19.0,20.0,away
2024_15_BAL_NYG,,NYG,BAL,,,44.035714285714285,10.5,45.8235294117647,0.5,0.4323996458628603,14.0,35.0,away
2024_15_CIN_TEN,,TEN,CIN,,,42.52083333333333,10.5,45.8235294117647,0.5,0.3765545276131045,27.0,37.0,away
2024_15_NE_ARI,,ARI,NE,,,39.25892857142857,10.5,45.8235294117647,0.5,0.26591987469717027,30.0,17.0,home
2024_15_IND_DEN,,DEN,IND,,,45.16666666666667,10.5,45.8235294117647,0.5,0.4750590954939585,31.0,13.0,home
